Name,Address,City,Type,Submitted Amount,Allowed Amount,Medicare Payment Amount
"CAMPBELL, ZENAIDA",4910 GOLDEN QUAIL SUITE 140,SAN ANTONIO,Physical Therapist,8000,3954.21,3081.24
"WALKER, KYLE R",3985 FOSSIL ROCK ,SAN ANTONIO,Diagnostic Radiology,18590.45,4019.22,3077.05
"ARNOLD, CHRISTOPHER W",7622 LOUIS PASTEUR DR SUITE 100,SAN ANTONIO,Family Practice,6196,4172.36,3061.69
"PETERSON, RICHARD M",7703 FLOYD CURL DR MC 7840,SAN ANTONIO,General Surgery,9660,4818.87,3061.25
"SLYE, SYDNEY E",12915 JONES MALTSBERGER RD 424,SAN ANTONIO,Licensed Clinical Social Worker,11050,5112.35,3060.57
"WOMACK, ROBIN L",502 MADISON OAK SUITE 240,SAN ANTONIO,Obstetrics/Gynecology,6876,3574.61,3059.09
"GORMICAN, SARAH E","411 SW 24TH ST HEALTH SERVICES, UWAC RM. 112",SAN ANTONIO,Nurse Practitioner,3559.48,3520,3058.12
"MENCHACA, ELIZABETH A",11219 POTRANCO RD BLDG A STE 110,SAN ANTONIO,Physical Therapist,9030,3796.42,3037.13
WALGREEN CO,300 E HOUSTON ST ,SAN ANTONIO,Mass Immunization Roster Biller,3029.17,3029.17,3029.17
"CAVAZOS, JOSE",4647 MEDICAL DR ,SAN ANTONIO,Neurology,11457,3784.9,3027.88
"MAY, STEPHEN A",8715 VILLAGE DR SUITE 518,SAN ANTONIO,Cardiac Electrophysiology,19293,3735.72,3026.33
"RAMON, RENE",12802 NACOGDOCHES RD ,SAN ANTONIO,Chiropractic,7707,4121.26,3021.74
"RODRIGUEZ, ROSARIO",7703 FLOYD CURL DR MAIL CODE 7792,SAN ANTONIO,Psychiatry,8480,4315.59,3020.3
"BECKMANN, CHARLES H",124 DALLAS ST ,SAN ANTONIO,Internal Medicine,9950.6,4356.88,3004.77
"MRS RTS , INC",8930 FOUR WINDS DRIVE SUITE 355,SAN ANTONIO,Clinical Laboratory,3021.7,2994.64,2994.64
"GUERRA, ANGELA M","333 N SANTA ROSA CENTER FOR CHILDREN & FAMILIES, 4TH FLOOR",SAN ANTONIO,Family Practice,7339,4258.96,2993.2
"WALLACE, ANNMARIE",7700 FLOYD CURL DR ,SAN ANTONIO,CRNA,12810,3731.92,2985.53
"WOOLDRIDGE, LARRY J",7703 FLOYD CURL DR ,SAN ANTONIO,Physician Assistant,38854,4539.68,2983.46
"ASTILLA, THADDEUS M",45 NE LOOP 410 SUITE 900,SAN ANTONIO,Anesthesiology,21588,3721.25,2976.99
HEB GROCERY COMPANY LP,8231 MARBACH RD ,SAN ANTONIO,Mass Immunization Roster Biller,2972.22,2972.22,2972.22
"CADENA-ZULUAGA, JOSE A",4502 MEDICAL DR ,SAN ANTONIO,Infectious Disease,7480,3713.6,2971.1
"KANAKIA, RUSHIT R",4502 MEDICAL DR ,SAN ANTONIO,Internal Medicine,7480,3713.6,2971.1
"O'RORKE, GORDIE",701 S ZARZAMORA ST ,SAN ANTONIO,Physician Assistant,17154,4879.13,2964.04
"TRAWICK, INC.",415 CAMDEN ST ,SAN ANTONIO,Independent Diagnostic Testing Facility,7420,3822.12,2947.32
"JONES, SUZANNE M",3150 SW MILITARY DR ,SAN ANTONIO,Optometry,4340,4245.76,2939.82
"HARGESHEIMER, JULIA",5414 FREDERICKSBURG RD 150,SAN ANTONIO,Nurse Practitioner,8188,3568.28,2920.31
"FITZSIMONS, LINZY A",4242 MEDICAL DR SUITE 3100,SAN ANTONIO,Anesthesiology,17433,3639.39,2911.52
"NYREN, NATALIE R",527 N LEONA ST ,SAN ANTONIO,Physician Assistant,6670,3759.65,2910.58
"JACOB, MARK A",509 SW MILITARY DR STE 105,SAN ANTONIO,Cardiology,9912,3944.93,2895.54
"MALONE, RYAN P",15677-B SAN PEDRO ,SAN ANTONIO,Optometry,4345,4310.23,2882.97
"MAREN, CHRISTINE M","333 N SANTA ROSA CENTER FOR CHILDREN & FAMILIES, 4TH FLOOR",SAN ANTONIO,Family Practice,4444,3740.56,2879.38
"ROBLEDO, BRIDGET",7500 BARLITE BLVD SUITE 201,SAN ANTONIO,Family Practice,6532,4636.59,2873.9
CVS PHARMACY INC,16580 HUEBNER RD ,SAN ANTONIO,Mass Immunization Roster Biller,2864.52,2864.52,2864.52
"BALDERAS, DAGOBERTO",13722 EMBASSY ROW ,SAN ANTONIO,Family Practice,6012,4208.79,2863.01
"BROWN, THOMAS M",7400 MERTON MINTER ST ,SAN ANTONIO,Psychiatry,5256,4084.63,2841.82
"PARK, WON H",4502 MEDICAL DR ,SAN ANTONIO,Internal Medicine,7106,3536.67,2829.38
"LOERA, MARIE C",2414 BABCOCK RD STE 109 ,SAN ANTONIO,Nurse Practitioner,5211,3628.5,2816.98
"WISDOM, JULIE H",21 SPURS LN SUITE 100,SAN ANTONIO,Physician Assistant,8623.65,3662.33,2815.47
HEB GROCERY COMPANY LP,17460 IH 35 N ,SCHERTZ,Mass Immunization Roster Biller,2808,2808,2808
"GUNST, MARK",4502 MEDICAL DR ,SAN ANTONIO,General Surgery,7774,3508.7,2806.96
"SPADACCINI, CATHY J",9600 DATAPOINT DR ,SAN ANTONIO,Pathology,19655,3507.77,2805.93
"BRITT, CAREY L",2829 BABCOCK RD SUITE 129,SAN ANTONIO,Obstetrics/Gynecology,4500,3551.43,2800.13
CVS PHARMACY INC,19202 BLANCO RD ,SAN ANTONIO,Mass Immunization Roster Biller,2794.52,2794.52,2794.52
"ZEDAN, KATRINA",527 N LEONA ST ,SAN ANTONIO,Physician Assistant,48350,3479.53,2783.56
"CRUZ, RINIA L",7703 FLOYD CURL DR ,SAN ANTONIO,CRNA,28390,3470.67,2776.56
"DUGLAS, YOLANDA J",720 PLEASANTON RD ,SAN ANTONIO,Nurse Practitioner,10343.03,3595.72,2769.67
"SALZMAN, CHRISTOPHER W",4242 E SOUTHCROSS BLVD SUITE 1,SAN ANTONIO,General Surgery,40237.4,3610.77,2755.32
"SHARMA, DESH B",7500 BARLITE BLVD SUITE 213,SAN ANTONIO,Gastroenterology,5786,3438.68,2751.04
"HALFF, GLENN",7703 FLOYD CURL DR MC 7977,SAN ANTONIO,General Surgery,8518,3581.18,2749.67
WALGREEN CO,8202 CULEBRA RD ,SAN ANTONIO,Mass Immunization Roster Biller,2748.21,2748.21,2748.21
"TINGWALD, JAMES",155 LOVERA BLVD ,SAN ANTONIO,Physical Therapist,9495,3441.9,2731.55
"PETERSON, TIMOTHY W",4230 GARDENDALE ST BLDG 201,SAN ANTONIO,Chiropractic,4402.75,3818.48,2730.32
"RUBIO, SUSAN J",315 N SAN SABA SUITE 1075,SAN ANTONIO,Physician Assistant,7183,3693.64,2726.32
"STAUDT, LESLIE S",7703 FLOYD CURL DR MAIL CODE 7874,SAN ANTONIO,Rheumatology,11458,4177.58,2720.03
"LEVITT, BRADLEY A",8300 FLOYD CURL DR 3RD FL -3C,SAN ANTONIO,Podiatry,9704,3444.2,2716.72
"SLUBAR DAVIS, SHARON N",4330 MEDICAL DR SUITE 325,SAN ANTONIO,Physician Assistant,14449,3391.1,2712.95
"WASHINGTON, JEROME T",7922 EWING HALSELL DR 160,SAN ANTONIO,Obstetrics/Gynecology,5685,2913.88,2699.8
"JENNE, ASHLEY A",4330 MEDICAL DR SUITE 325,SAN ANTONIO,Physician Assistant,22580,3435.75,2687.37
TARGET CORPORATION AND SUBSIDIARIES,17502 LACANTERA PKWY ,SAN ANTONIO,Mass Immunization Roster Biller,2682.46,2682.46,2682.46
"WILLIAMSON, PATRICK L",7950 FLOYD CURL DRIVE SUITE 300,SAN ANTONIO,Obstetrics/Gynecology,3905,3093.13,2677.54
"GARCIA, ADRIENNE R",1032 S WW WHITE RD ,SAN ANTONIO,Nurse Practitioner,5455,3310.96,2677.31
"SCHWOPE, ORA I",7950 FLOYD CURL DR STE 300 ,SAN ANTONIO,Obstetrics/Gynecology,4400,3479.84,2677
"GONZALEZ, DORA L",1102 BARCLAY ,SAN ANTONIO,Family Practice,8487,3345.81,2676.51
HEB GROCERY COMPANY LP,12018 PERRIN BEITEL RD ,SAN ANTONIO,Mass Immunization Roster Biller,2673,2673,2673
"RUSSEL, JOHN R",12315 JUDSON RD SUITE 114,LIVE OAK,Pathology,16554,3336.76,2669.48
"RODRIGUEZ, MOISES G",8535 WURZBACH RD STE 108 ,SAN ANTONIO,Psychiatry,12054,5135.19,2666.8
"PEREZ, LUIS D",1200 BROOKLYN AVE 320,SAN ANTONIO,Physician Assistant,80529.26,2783.62,2664.31
HEB GROCERY COMPANY LP,6000 WEST AVE ,SAN ANTONIO,Mass Immunization Roster Biller,2660.62,2660.62,2660.62
"OSOWO, TOLULOPE O",7950 FLOYD CURL DR SUITE 300,SAN ANTONIO,Obstetrics/Gynecology,4165,3305.17,2657.21
"RAMIREZ-SHANK, CARMEN D",6011 S FLORES ST STE B ,SAN ANTONIO,Optometry,4108,4108,2636.82
"IZADDOOST, SHAYESTEH M",9157 HUEBNER RD ,SAN ANTONIO,Optometry,7245,5429.02,2628.99
HEB GROCERY COMPANY LP,6030 MONTGOMERY RD ,SAN ANTONIO,Mass Immunization Roster Biller,2621.24,2621.24,2621.24
"DUKE, ELEANORA E",4243 E SOUTHCROSS BLVD STE 205,SAN ANTONIO,Internal Medicine,6269,4202.33,2617.88
"PERRY, VAN E",2455 NE LOOP 410 SUITE 100,SAN ANTONIO,Dermatology,5529,3486.76,2617.26
"SAGRAY, BRYAN A",8300 FLOYD CURL DR 3RD FL -3C,SAN ANTONIO,Podiatry,8372,3305.64,2605.98
WALGREEN CO,10003 W LOOP 1604 N ,SAN ANTONIO,Mass Immunization Roster Biller,2604.81,2603.19,2603.19
"MILAM, ANAMARI C",2711 PALO ALTO RD ,SAN ANTONIO,Psychiatry,9290,4950.87,2583.21
"PROULX, CHARLES A",720 PLEASANTON RD ,SAN ANTONIO,Physician Assistant,9801.79,3333.34,2573.47
"DE ARMOND, DANIEL",7703 FLOYD CURL DR ,SAN ANTONIO,Thoracic Surgery,14058,3310.63,2568.61
"OLSON, JOHN",7703 FLOYD CURL DR MC 7977,SAN ANTONIO,Pathology,11000,3224.69,2564.85
"PAEZ, ENRICO",21 SPURS LANE EAR MEDICAL GROUP SUITE 100,SAN ANTONIO,Physician Assistant,8028,3489.63,2563.23
"ORTEGA, ALONZO",7500 BARLITE BLVD SUITE 201,SAN ANTONIO,Family Practice,5427,3852.23,2562.41
"ROBERTS, DAVID A",111 DALLAS ST EMERGENCY ROOM,SAN ANTONIO,Emergency Medicine,4887,4058.81,2561.54
"EVANS, LACINDA D",7703 FLOYD CURL DR ,SAN ANTONIO,Nurse Practitioner,7750,3225.78,2555.4
"ROSSETT, AARON",7703 FLOYD CURL DR ,SAN ANTONIO,Nurse Practitioner,7672,3251,2528.82
"RASTRELLI, LAWRENCE E",4242 MEDICAL DR STE 3100 ,SAN ANTONIO,Anesthesiology,15993,3305.32,2526.75
"MARTINEZ, FERNANDO",517 SW MILITARY SUITE A,SAN ANTONIO,Emergency Medicine,4997,3279,2525.5
CVS PHARMACY INC,3027 NACOGDOCHES RD ,SAN ANTONIO,Mass Immunization Roster Biller,2518.83,2517.57,2517.57
"GEDALA, MURTHY V",7330 SAN PEDRO AVE STE. 405,SAN ANTONIO,Internal Medicine,7467,3585.87,2509.78
"KELLUM, JOHN H",3903 WISEMAN BLVD SUITE 215,SAN ANTONIO,Obstetrics/Gynecology,3845,3062.72,2500.68
"VECIL, GIACOMO",7703 FLOYD CURL DR ,SAN ANTONIO,Neurosurgery,8290,3327.77,2496.2
CARVAJALS INC.,3410 ROOSEVELT AVE ,SAN ANTONIO,Mass Immunization Roster Biller,3620,2474.7,2474.7
"BENITEZ, DEBORAH M",4502 MEDICAL DR ,SAN ANTONIO,Anesthesiology,13175,3229.83,2471.86
"DIAZ, JESSICA D",7950 FLOYD CURL DRIVE SUITE 600,SAN ANTONIO,Obstetrics/Gynecology,5652,3449.84,2466.99
"WEISSLER, THOMAS E",409 CAMDEN ST ,SAN ANTONIO,Optometry,3370,3370,2456.3
"PETERSON, WARD W",4230 GARDENDALE ST BLDG. 201,SAN ANTONIO,Chiropractic,3871.93,3365.44,2448.99
"ROSE, LEWIS",7703 FLOYD CURL DR MC 7977,SAN ANTONIO,Family Practice,10276,3324.69,2446.4
"PEET, ALAN L",19527 BATTLE OAK ,SAN ANTONIO,Oral Surgery (dentists only),3366,3366,2435.91
CVS PHARMACY INC,6470 N NEW BRAUNFELS AVE ,SAN ANTONIO,Mass Immunization Roster Biller,2430.72,2430.72,2430.72
"OTTMERS, JEFFREY N",13722 EMBASSY ROW ,SAN ANTONIO,Family Practice,4936,4126.58,2419.09
"LECLERC, KENNETH M",6800 IH 10 W SUITE 350,SAN ANTONIO,Cardiology,10333,3009.1,2407.52
"RYAN, SUSAN D",7703 FLOYD CURL ,SAN ANTONIO,Physician Assistant,10112,3194.13,2404.8
"KIDD, EMILY G",4201 MEDICAL DRIVE SUITE 120,SAN ANTONIO,Emergency Medicine,27612,3764.64,2398.39
"DUNLAP, SALLY M",7201 BROADWAY ST STE 218,SAN ANTONIO,Clinical Psychologist,8835,4244.18,2391.8
CVS PHARMACY INC,5506 WALZEM RD ,SAN ANTONIO,Mass Immunization Roster Biller,2392.49,2391.23,2391.23
"WALKER, PAUL W",7909 FREDERICKSBURG RD SUITE # 120,SAN ANTONIO,Urology,7210,2952.7,2381.84
CVS PHARMACY INC,6915 WEST AVE ,CASTLE HILLS,Mass Immunization Roster Biller,2380.22,2380.22,2380.22
"HEAUSLER, CHARLES E",8401 DATAPOINT DR SUITE 500,SAN ANTONIO,Physician Assistant,10148,3442.82,2357.71
"COMBEST, SALLY",4502 MEDICAL DR ,SAN ANTONIO,Anesthesiology,20145,3144.45,2356.17
"PENA, OSIEL",6128 BANDERA RD ,SAN ANTONIO,Chiropractic,6615,3576.3,2353.83
"GANS, ROBIN L",23535 IH 10 W STE 3002 ,SAN ANTONIO,Licensed Clinical Social Worker,7800,3909.51,2346.3
"FISHER, MARIE E",4502 MEDICAL DR ,SAN ANTONIO,Physician Assistant,5227,2961.82,2338.93
"OKOLI, OKEY",14100 NACOGDOCHES RD SUITE 140,SAN ANTONIO,Obstetrics/Gynecology,6445,2337.82,2337.82
"SALDIVAR-ALVAREZ, JESSICA A",15677 B ,SAN ANTONIO,Optometry,3345,3317.55,2332.76
"FOREMAN, MARK A",8300 FLOYD CURL DR 3RD FL -3C,SAN ANTONIO,Orthopedic Surgery,7548,3368.92,2323.48
"OSCOS-SANCHEZ, MANUEL",7703 FLOYD CURL DR ,SAN ANTONIO,Family Practice,5848,2903.36,2322.86
"REYNOLDS, SHAINA L",13722 EMBASSY ROW ,SAN ANTONIO,Family Practice,4339,3686.57,2322.1
"CAVAZOS, ANTONIO",7950 FLOYD CURL DR SUITE 800,SAN ANTONIO,Obstetrics/Gynecology,3370,2815.38,2312.26
HEB GROCERY COMPANY LP,4100 S NEW BRAUNFELS AVE ,SAN ANTONIO,Mass Immunization Roster Biller,2295,2295,2295
"ELLIOTT, RANDALL D",11850 WURZBACH RD ,SAN ANTONIO,Optometry,4140,3738.29,2293.99
"HARPER, ROSS A",4502 MEDICAL DR ,SAN ANTONIO,Diagnostic Radiology,8469,2773.62,2292.7
"CARRION, PATRICIA",1115 W MARTIN ST ,SAN ANTONIO,Psychiatry,4216,3271.95,2292.64
CVS PHARMACY INC,2693 ROY RICHARD DR ,SCHERTZ,Mass Immunization Roster Biller,2293.51,2290.99,2290.99
"ZAFAR, NAVEED",4242 E SOUTHCROSS BLVD SUITE 1,SAN ANTONIO,General Surgery,8018,3370.98,2284.16
"LOTHRINGER, LARRY L",303 E QUINCY ST SUITE #101,SAN ANTONIO,Ophthalmology,4453,3281.93,2247.43
"FRANK, MARYANN P",7272 WURZBACH RD SUITE 601,SAN ANTONIO,Licensed Clinical Social Worker,6100,3249.48,2228.56
"KOOPS, MAUREEN K",7400 MERTON MINTER ST ,SAN ANTONIO,Endocrinology,5576,2768.32,2214.82
HEB GROCERY COMPANY LP,6818 S ZARZAMORA ST ,SAN ANTONIO,Mass Immunization Roster Biller,2209.58,2209.51,2209.51
TARGET CORPORATION AND SUBSIDIARIES,18255 BLANCO RD ,SAN ANTONIO,Mass Immunization Roster Biller,2208.02,2206.42,2206.42
"RHODES, JONATHAN W",4242 MEDICAL DR STE 3100 ,SAN ANTONIO,Anesthesiology,13205,2751.32,2201.06
"CARTER, JOHN B",45 NE LOOP 410 SUITE 900,SAN ANTONIO,Anesthesiology,20279,2736.63,2189.37
"LOCKLEAR-ZOLL, ROBBIE R",19122 PRESCOTT OAKS ,SAN ANTONIO,Physician Assistant,5069,3111.44,2183.69
"GORE, JILL M",7700 FLOYD CURL 10TH FLOOR ONCOLOGY,SAN ANTONIO,Physician Assistant,4361,3309.14,2158.98
"GRIMM, STEVEN W",7330 SAN PEDRO AVE SUITE 120,SAN ANTONIO,Chiropractic,5760,3200.56,2144.99
"KETHIREDDY, VANAJA R",7950 FLOYD CURL DR SUITE 300,SAN ANTONIO,Obstetrics/Gynecology,3090,2520.78,2132.77
"FRANCO, JAMES E",4499 MEDICAL DR SUITE 190,SAN ANTONIO,Maxillofacial Surgery,18210,3290.76,2125.36
"FERRUZZI, GIANCARLO R",7950 FLOYD CURL DR SUITE 501,SAN ANTONIO,Psychiatry,2650,2610.32,2088.32
"ZIMBICKI, BETHANY L",7863 CALLAGHAN RD SUITE 206,SAN ANTONIO,Registered Dietician/Nutrition Professional,3914.4,2321.76,2087.9
"PLISZKA, STEVEN",7703 FLOYD CURL DR ,SAN ANTONIO,Psychiatry,4500,3253.84,2086.35
"PAINE, JAMES",7703 FLOYD CURL DR ,SAN ANTONIO,Obstetrics/Gynecology,5064,2488.02,2078.23
"SANDUSKY, NANCY",4502 MEDICAL DR ,SAN ANTONIO,Nurse Practitioner,5598,3101,2066.12
"GARCIA, JOSE A",700 S ZARZAMORA ST STE 209,SAN ANTONIO,Obstetrics/Gynecology,4787.53,2666.73,2064.57
"SCOTT, ETHAN W",3851 ROGER BROOKE DR ,SAN ANTONIO,Anesthesiology,10965,2579.43,2063.54
"WIATREK, BEVERLY K",3310 E SOUTHCROSS BLVD ,SAN ANTONIO,Optometry,4190,4168.33,2062.23
CVS PHARMACY INC,9838 POTRANCO RD ,SAN ANTONIO,Mass Immunization Roster Biller,2056.97,2053.19,2053.19
"KAYE, STEVEN E",3331 WURZBACH RD ,SAN ANTONIO,Optometry,2961,2876.16,2049.13
"CHAVES, IGNACIO A",1102 BARCLAY ,SAN ANTONIO,Family Practice,4351,2169.08,2033.73
"SCHULZE, RANDALL M",11924 VANCE JACKSON STE 104,SAN ANTONIO,Chiropractic,4800,2724.8,2028.63
"GONZALEZ, JOHN J",8811 VILLAGE DR SUITE 300,SAN ANTONIO,General Surgery,3921,2686.69,2023.77
"MITCHELL, WILLIAM H",3201 CHERRY RIDGE ST STE C315 ,SAN ANTONIO,Podiatry,4245,3285.86,2018.78
"DIAZ, KAREN","7703 FLOYD CURL DR RM 428F UTHSCSA, DEPT. OF OB/GYN",SAN ANTONIO,Obstetrics/Gynecology,5449,2013.83,2013.83
"SEWELL, MEGAN R",2121 SW 36TH ST ,SAN ANTONIO,Physician Assistant,4539,2576.38,1999.21
"GARCIA-GHINIS, FELIPE A",2632 BROADWAY ST SUITE 301N,SAN ANTONIO,Obstetrics/Gynecology,6008,2606.49,1998.75
"ROSS, JAMES E",12702 TOEPPERWEIN RD SUITE 140,LIVE OAK,Emergency Medicine,11700,2528.7,1989.19
"RAEZ, EDUARDO R",8715 VILLAGE DR SUITE 418,SAN ANTONIO,Obstetrics/Gynecology,4840,1980.15,1980.15
"FEINSTEIN, KAREN H",7711 LOUIS PASTEUR DR SUITE 105,SAN ANTONIO,Obstetrics/Gynecology,2710,1978.44,1978.44
"MOYER, DWANE C",8738 GRISSOM RD ,SAN ANTONIO,Chiropractic,3288,3176.48,1974.64
HEB GROCERY COMPANY LP,2118 FREDERICKSBURG RD ,SAN ANTONIO,Mass Immunization Roster Biller,1971,1971,1971
"GARZA, JOSEPH R",502 MADISON OAK SUITE 230,SAN ANTONIO,Obstetrics/Gynecology,4778,2010.17,1965.11
"LUGO, ESMERALDA",520 MADISON OAK DR ,SAN ANTONIO,Internal Medicine,3680.17,2453.49,1962.74
"HENRY, JAMES",7703 FLOYD CURL DR MC 7977,SAN ANTONIO,Pathology,7136,2452.48,1961.94
"ENRIQUEZ, JOHN N",343 W HOUSTON 702,SAN ANTONIO,Psychiatry,8850,4141.48,1961.04
"FERNANDEZ, SHARON R",1102 BARCLAY ST ,SAN ANTONIO,Family Practice,4515,2142.54,1960.86
"CHAU, LIEU N","333 N SANTA ROSA CENTER FOR CHILDREN & FAMILIES, 4TH FLOOR, CLINIC B",SAN ANTONIO,Family Practice,3185.16,3131.6,1960.61
"JIMENEZ, EMILIA",302 W RECTOR ST ,SAN ANTONIO,Nurse Practitioner,3470,1959.66,1959.66
"VALDEZ, FERNANDO",1831 S GENERAL MC MULLEN ,SAN ANTONIO,Emergency Medicine,4278,2881.72,1953.43
"MARROQUIN, ARTURO",7333 BARLITE BLVD ,SAN ANTONIO,General Surgery,26520,2540.14,1945.6
HEB GROCERY COMPANY LP,300 W OLMOS ,SAN ANTONIO,Mass Immunization Roster Biller,1944,1944,1944
"GONZALEZ, DEBORAH A",6428 BANDERA RD ,SAN ANTONIO,Nurse Practitioner,2243.81,2196.84,1942.61
"GONZALEZ, MELINDA",9910 HUEBNER RD STE 250,SAN ANTONIO,Physician Assistant,5065,3293.98,1940.42
"OROZCO, CARLOS R",415 CAMDEN ST ,SAN ANTONIO,Family Practice,3025,2676.51,1932.62
"KRUSTCHINSKY, BRIAN M",3851 ROGER BROOKE DR MCHE-QD (CREDENTIALS),SAN ANTONIO,Physician Assistant,5538,2580.37,1927.49
"SPROWLS, JENNIFER",15900 LA CANTERA PKWY SUITE 20265,SAN ANTONIO,Physician Assistant,22353,2695.12,1925.86
TARGET CORPORATION AND SUBSIDIARIES,22832 US HIGHWAY 281 N ,SAN ANTONIO,Mass Immunization Roster Biller,1918.24,1918.24,1918.24
"JOHNSON, JOHNNY C",147 WEST SUNSET ROAD SUITE 101,SAN ANTONIO,Clinical Psychologist,5250,3173.94,1904.28
"MASCARENHAS, CARMEN",6711 S NEW BRAUNFELS AVE STE 500 ,SAN ANTONIO,Internal Medicine,2710.4,2620.16,1899.5
"CORKINS, CAREN",2615 BURNING WOOD ST ,SAN ANTONIO,Licensed Clinical Social Worker,6300,3837.93,1893.98
"MEIER, CARL R",7979 WURZBACH RD ,SAN ANTONIO,Hematology,6522,2330.86,1889.65
WALGREEN CO,1106 CULEBRA RD ,SAN ANTONIO,Mass Immunization Roster Biller,1888.44,1888.44,1888.44
"WOODS, ROXANNE E","4025 E SOUTHCROSS BLVD BLDG 2, STE 7",SAN ANTONIO,Emergency Medicine,12603,2360.12,1888.04
CVS PHARMACY INC,103 S W MILITARY DRIVE ,SAN ANTONIO,Mass Immunization Roster Biller,1892.43,1887.39,1887.39
"CVS PHARMACY, INC",4730 FREDRICKSBURG RD. ,SAN ANTONIO,Mass Immunization Roster Biller,1883.33,1882.07,1882.07
"PUCKETT, CURTISS L",527 N LEONA ST MS 49-2,SAN ANTONIO,Physician Assistant,4300,2445.84,1865.5
"TASKER, DAVID I",1150 N LOOP 1604 W SUITE 108,SAN ANTONIO,Ophthalmology,3775,2376.57,1863.71
"RITTER, JOHN L",9 INWOOD MIST ,SAN ANTONIO,Diagnostic Radiology,8897.44,2415.31,1860.24
"PARGHI, SHARVARI",525 OAK CENTRE DR SUITE 400,SAN ANTONIO,Internal Medicine,3871.01,2323.92,1859.04
"GRAVES, JULIE D",903 MOUNT RAINIER DR ,SAN ANTONIO,Family Practice,7418,2594.84,1854.83
"MEYER, LILIANA M",21 SPURS LN STE. 100,SAN ANTONIO,Physician Assistant,4500,3290.99,1851.44
"LOUDERMILK, GARY",4242 MEDICAL DR SUITE 3100,SAN ANTONIO,Anesthesiology,11986,2459.18,1850.33
"TOOHEY, JOHN S",8300 FLOYD CURL DR 3RD FL -3C,SAN ANTONIO,Orthopedic Surgery,4764,2381.52,1848.24
CVS PHARMACY INC,10225 WURZBACH RD ,SAN ANTONIO,Mass Immunization Roster Biller,1828.26,1824.48,1824.48
"ADAMS, JOHN Q",7940 FLOYD CURL DR SUITE 900,SAN ANTONIO,Obstetrics/Gynecology,4142,2236.76,1821.9
"RAMAKRISNARAO, VEERAKAPUTRA K",234 SAN PEDRO AVE ,SAN ANTONIO,Obstetrics/Gynecology,2758.05,2272.02,1817.54
TARGET CORPORATION AND SUBSIDIARIES,11311 BANDERA RD ,SAN ANTONIO,Mass Immunization Roster Biller,1814.02,1814.02,1814.02
"DOSHI, PRITI D",4020 NACO PERRIN BLVD # MS 52-2 ,SAN ANTONIO,Nurse Practitioner,5400,3071.52,1800
"ENGLES, LILY L",6711 S NEW BRAUNFELS AVE STE 100 ,SAN ANTONIO,Psychiatry,2286.73,2285.94,1799.5
"LOPEZ, LYDIA R",12915 JONES MALTSBERGER RD STE 603 ,SAN ANTONIO,Psychiatry,7215,3581.17,1799.22
"MURRAY, MATTHEW C",8300 FLOYD CURL DR 3RD FLOOR -3C,SAN ANTONIO,Orthopedic Surgery,4878,2433.48,1793.61
"YOUNG, JOHN D",2829 BABCOCK RD SUITE 126,SAN ANTONIO,Maxillofacial Surgery,5472.6,2377.38,1789.83
HEB GROCERY COMPANY LP,9255 FM 471 WEST ,SAN ANTONIO,Mass Immunization Roster Biller,1782,1782,1782
"MABAQUIAO, GAUDIOSO L",6711 S NEW BRAUNFELS AVE STE 100 ,SAN ANTONIO,Family Practice,2347.81,2328.99,1776.86
"HILLIARD, GEORGE D",7922 EWING HALSELL DR SUITE 170,SAN ANTONIO,Obstetrics/Gynecology,3982.39,2007.13,1765.81
"DUGAN, JESSICA L",8930 FOUR WINDS DR SUITE 109,SAN ANTONIO,Physical Therapist,3970,2192.95,1754.5
"REYNOLDS, TROY L",7616 CULEBRA ROAD STE 130,SAN ANTONIO,Physician Assistant,6635.84,2256.12,1753.93
"STEWART, THERESA L",5414 FREDERICKSBURG RD SUITE 200,SAN ANTONIO,Obstetrics/Gynecology,14004,2181.6,1745.28
"CHANT, RACHEL M",6818 HEUERMANN RD ,SAN ANTONIO,Optometry,3728,2318.68,1742.94
"MARTINEZ, DEANNE V",315 N SAN SABA ,SAN ANTONIO,Physician Assistant,2957.48,2485.76,1713.8
"THAI, BETH L",8300 FLOYD CURL DR 5TH FLOOR,SAN ANTONIO,Obstetrics/Gynecology,3568,2234.12,1707.58
HEB GROCERY COMPANY LP,11551 WEST AVE ,SAN ANTONIO,Mass Immunization Roster Biller,1701,1701,1701
CVS PHARMACY INC,2800 NOGALITOS ,SAN ANTONIO,Mass Immunization Roster Biller,1689.47,1689.47,1689.47
"CVS PHARMACY, INC.",7603 CULEBRA RD ,SAN ANTONIO,Mass Immunization Roster Biller,1679.25,1679.25,1679.25
"TARBOX, LAUREN E",4502 MEDICAL DR ,SAN ANTONIO,Internal Medicine,4216,2093.12,1674.62
"PATEL, TEJAS P",4502 MEDICAL DR ,SAN ANTONIO,Internal Medicine,4216,2093.12,1674.62
"GREENE, NOAH H",509 SW MILITARY DR STE 105,SAN ANTONIO,Cardiology,3630,2258.08,1672.2
"LYNCH, RICHARD D",3346 SABLE CRK ,SAN ANTONIO,Diagnostic Radiology,7000,2089.38,1671.34
"BECKER, LARRY E",7703 FLOYD CURL DR MC7977,SAN ANTONIO,Dermatology,7827,2600.91,1662.3
"GOMEZ, FABIAN J",7703 FLOYD CURL DR MC 7977,SAN ANTONIO,Physician Assistant,5000,2104.37,1661.6
